username,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
HR1663,04-10-2021,27719.16631,11.81655455,19.38886735,0.410020157,10.48016031,0.430470676,6.750400743,0.044000663,69.01739246,454.484588,617.0440271,714.8020624,1758.443004
HR1663,05-10-2021,10270.30759,24.30485905,25.87645322,6.441676097,14.90805136,2.206635327,8.240845628,0.058564848,171.2455856,417.934669,535.4347899,804.5411767,2835.165825
HR1663,06-10-2021,23621.98806,1.421956173,7.402099808,1.703607589,15.25953227,4.751105176,1.655043722,0.023214901,171.6451719,293.3712462,591.1601957,1270.271909,3675.495845
HR1663,07-10-2021,19208.88042,18.7393932,22.36227144,4.565532697,16.00681648,1.822196394,11.11590328,0.049043626,0.18282498,472.8667893,569.7534212,1167.930137,3259.714532
HR1663,08-10-2021,828.8210183,25.54424164,19.16517691,3.301776076,1.701451446,1.432427563,6.719688635,0.023201512,160.2838889,269.013817,131.0960571,1326.736336,405.6899122
HR1663,09-10-2021,13297.01239,21.14855473,5.609107647,2.147528058,10.27499106,5.986487637,5.436113652,0.051391355,31.5824694,48.76105698,560.1395955,286.7202129,3478.668448
HR1663,10-10-2021,15206.46988,8.491758573,8.607546578,4.870830715,16.51513328,4.562006807,3.200317805,0.03311021,3.117438307,493.7605307,521.0064456,1368.264468,3771.676121
HR1863,01-10-2021,24846.58509,25.68611899,14.84922632,6.419098433,12.03900418,0.553945032,8.558635964,0.031602945,12.27612671,169.837484,182.6171587,320.9322921,183.2749985
HR1863,02-10-2021,1749.030645,10.22673226,20.78847159,5.623131318,20.4695486,1.36635326,9.613776918,0.073507049,17.50642221,293.9207361,504.1395397,1371.556018,2246.502865
HR1863,03-10-2021,15181.25548,9.141872769,4.983229845,5.86100075,7.02846679,6.114681136,6.743408214,0.058918335,63.91144803,125.9111467,241.7109975,1369.269073,1435.607183
HR1863,04-10-2021,2540.937979,12.40250751,27.51130589,6.646719979,7.286811214,1.774354878,3.219009091,0.08543829,83.74217731,538.5638278,490.4515034,727.1367594,1021.882843
HR1863,05-10-2021,26371.12429,6.776311443,2.971258176,2.896105795,15.34786376,2.203577426,3.338444849,0.05177534,92.87664452,355.5887743,234.3091599,1328.837559,1748.014613
HR1863,06-10-2021,18530.84865,25.67152653,14.7281582,6.109219575,21.86914856,3.332168241,2.8456267,0.082649839,168.329645,161.2041322,526.4192276,128.9595102,4466.882656
HR1863,07-10-2021,20429.09357,8.18492101,9.549164881,6.474959548,17.0702131,4.527742019,11.34485087,0.070954589,101.0041174,240.8357402,203.2339876,750.1943933,2517.47651
HR1863,08-10-2021,15966.70916,11.89500245,23.53737716,2.236926466,20.89910412,0.375330853,1.452812012,0.04252091,193.7889001,649.3629846,321.3929266,278.6802497,4001.428312
HR1863,09-10-2021,15421.54955,22.50332511,13.49382975,0.751333948,10.09776944,5.375167958,7.252716601,0.043395001,142.739466,26.92734385,154.074966,436.2349692,3899.299243
HR1863,10-10-2021,2192.588621,9.36867443,1.62178385,1.373134639,3.097270363,0.293994779,9.206638253,0.054495047,72.45924072,650.5748122,44.01964727,1395.388916,1276.07131
HR1878,01-10-2021,6992.649719,9.648031695,6.19256479,6.382476224,12.44773077,1.184160952,3.528099978,0.068895282,124.3205039,635.8028473,43.11621854,368.6401008,3603.81837
HR1878,02-10-2021,13609.24999,18.75500819,6.979666658,3.568749362,11.83342634,1.383260068,4.613310268,0.007867674,163.3068369,86.15097765,684.9600488,1099.311741,1854.188089
HR1878,03-10-2021,20648.16367,10.98510952,23.60702195,5.77254001,0.837986167,2.091356371,12.24628732,0.069607023,99.55232609,307.1072486,543.6915149,875.5241829,921.5522163
HR1878,04-10-2021,15136.22142,25.58501203,11.46779209,3.18352883,13.88174954,0.028724463,8.738770871,0.043181446,45.47287744,471.2098838,638.8046292,545.869577,355.0145563
HR1878,05-10-2021,2723.964565,5.796944121,22.04523648,6.176446119,11.42427595,1.230271313,11.54768786,0.084702948,4.870119379,375.875727,466.6798964,707.7314624,3829.813173
HR1878,06-10-2021,9499.055657,7.748966856,17.54364795,6.532055,20.8033428,3.710323581,1.334706254,0.024666465,47.92906715,401.6290296,466.5043646,1114.62135,3796.49862
HR1878,07-10-2021,1153.352975,1.039955358,19.19831559,0.382646753,19.60536665,3.718479062,6.659326769,0.091192565,18.39399846,360.2007139,431.1809883,737.9386747,3833.988157
HR1878,08-10-2021,10225.59229,22.2668088,2.958525702,4.805610234,11.95563216,0.694177216,3.034792821,0.045861118,162.6996431,335.8147787,27.71264782,592.5549376,2729.407738
HR1878,09-10-2021,14660.3567,17.03905408,14.38354953,2.239329933,4.241215369,1.211260679,6.687426134,0.039692191,117.3454999,18.2089313,553.0381336,890.7914181,1819.773644
HR1878,10-10-2021,22611.74011,17.31568022,0.643229337,2.59797263,2.724806075,3.142473227,11.81316666,0.041853103,62.9166771,506.0105724,418.8377899,265.4186317,3170.070276
HR1956,01-10-2021,13457.78968,16.14303891,22.23686342,6.063115208,16.10603975,4.969683473,3.801768331,0.035604456,104.3722919,393.1165663,123.7471872,780.2459421,4519.553472
HR1956,02-10-2021,10070.08341,19.46117814,18.58958671,3.937720496,20.23582692,1.112345479,7.203131945,0.075100988,1.348075967,530.5877396,533.4255626,659.6136324,4231.761263
HR1956,03-10-2021,18996.04315,15.8455796,23.27170636,2.178152922,9.000347782,2.537251784,2.180808053,0.020619845,141.4428276,97.14506946,572.3032798,802.3104746,2178.203051
HR1956,04-10-2021,6593.902117,12.51789585,14.177221,4.512982753,4.543474665,0.892049983,1.345663402,0.024795074,45.60492385,576.3145432,468.7764158,87.19509979,4536.380737
HR1956,05-10-2021,2055.608789,19.89006256,8.607807574,5.955073691,7.63554669,5.316890485,4.261979645,0.050245525,44.51753162,77.83992729,236.8860653,1410.188315,3883.102864
HR1956,06-10-2021,21216.59141,4.445076372,9.871268629,3.645263916,9.480321709,3.572509364,0.094440177,0.028390889,2.363928541,374.0810586,288.1247397,497.7872909,4187.441154
HR1956,07-10-2021,28104.0195,18.08750042,26.81653813,5.435962368,2.448973336,3.528973783,2.075281186,0.066373049,120.5431778,81.72443107,552.8736733,1115.724028,2198.424056
HR1956,08-10-2021,7494.960178,11.87057658,8.379202788,4.767895685,18.30876799,4.060330738,2.108180491,0.016957342,33.14869556,125.2928112,336.3740635,899.0106921,1245.65377
HR1956,09-10-2021,22157.52131,25.81720849,17.04454895,0.203882306,7.352999568,3.929507015,5.622798407,0.049055482,51.72172702,470.6107006,471.7324933,719.3696832,3027.51459
HR1956,10-10-2021,15206.37041,24.3347438,13.86897958,0.820451963,6.699969568,5.057812884,4.481889028,0.094613171,75.6605936,31.45182694,203.2024476,144.6837478,4068.576493
HR1980,01-10-2021,18098.50516,9.347022134,8.920381112,6.4531287,2.984593103,5.562599713,6.138583481,0.094965684,8.975703516,274.1436365,431.2756925,1062.441512,2181.635733
HR1980,02-10-2021,27243.98851,16.71581734,14.87784873,1.190486832,3.388857288,2.02080403,9.080993566,0.021617811,11.47580388,249.4884931,89.02250498,397.0017408,367.9389341
HR1980,03-10-2021,22519.24314,19.35464312,13.78581757,4.050784791,16.38608436,3.509407532,8.514209708,0.014310681,39.07467729,256.9009783,667.0680773,188.3853448,4152.76108
HR1980,04-10-2021,24441.26199,1.606597755,21.23533244,0.595307224,17.78112983,4.066167657,10.84480534,0.060513869,140.2242281,638.7906039,672.9525967,853.2749986,2316.174411
HR1980,05-10-2021,24573.59066,16.50108662,11.58636887,3.995665607,18.81836183,3.065255651,5.18003147,0.055849345,38.15625987,408.3243745,409.4380513,202.4471831,823.8845547
HR1980,06-10-2021,7910.916268,16.50221167,7.80127637,1.9488286,14.3534985,0.243644601,7.75428215,0.079170618,107.3759729,115.0185969,397.3949385,1074.120931,1740.791219
HR1980,07-10-2021,7310.789945,18.02512183,21.31631452,6.486268949,13.66468878,1.782556959,8.30596935,0.016836627,111.6797973,476.0101817,459.6622944,164.4495881,3116.34967
HR1980,08-10-2021,20983.23724,11.84388947,25.77782867,2.999782919,1.150506457,0.174866433,9.301093225,0.011582428,122.529384,265.3046146,158.6270415,223.3660201,49.30964759
HR1980,09-10-2021,4042.079367,22.0978078,14.05861909,3.787066717,21.89741151,3.47473068,8.004962259,0.002112857,130.1876923,138.5475287,30.29509662,1321.059169,3906.889467
HR1980,10-10-2021,28010.47013,10.60371507,22.67918096,5.967067542,20.51026473,5.67290091,4.460121832,0.041047666,160.7744489,278.519875,534.4110352,909.3486799,1351.120951
HR2059,01-10-2021,17126.35521,9.024261435,6.936460367,4.616405932,5.456306299,2.323259891,12.21367662,0.032249971,195.2273522,574.1801961,330.4275918,598.1267568,1456.938161
HR2059,02-10-2021,28125.96574,18.62694877,16.2885423,5.954182129,2.462483841,5.125488006,7.763028786,0.067521088,41.71420538,321.9559431,533.9533999,843.2209405,57.2113813
HR2059,03-10-2021,8577.362029,14.44132056,8.654794335,1.572325116,12.72878092,0.604890496,6.544778906,0.072005554,156.7600974,504.208654,407.5861221,494.4065163,3623.766886
HR2059,04-10-2021,704.2574003,4.883688816,27.49152723,6.552338228,17.46582613,4.607323832,2.25673601,0.036064152,65.95854569,103.6810476,127.6229879,1005.844959,983.5938038
HR2059,05-10-2021,1402.827062,25.46631595,17.6228003,1.433465682,1.738371318,2.901733769,6.943242618,0.063210111,125.9080126,208.8249146,310.1116961,247.0651347,3045.529509
HR2059,06-10-2021,8374.177225,0.619648263,22.38665236,2.297668165,9.361169318,5.079970345,8.652795272,0.06719743,36.22256561,124.6455062,92.2578326,1327.454986,2269.092395
HR2059,07-10-2021,11567.8645,24.21818425,19.69492619,1.744991339,21.30262062,6.04462065,2.240740446,0.063013978,42.11500762,165.6789122,348.7907519,868.4364066,3580.864473
HR2059,08-10-2021,875.8260503,9.720458729,7.647157586,1.92378844,0.770402774,0.752693331,8.690603536,0.064329494,141.6551241,147.5338602,699.499397,341.6083085,4410.68342
HR2059,09-10-2021,5348.464026,24.45136744,10.11500793,0.608354461,11.39058985,0.488192434,9.059879665,0.048237002,113.6702987,235.0287731,56.34016538,926.1261845,2434.613517
HR2059,10-10-2021,17506.81821,17.4157197,17.89676964,3.492290639,7.086540234,1.905504599,12.44734986,0.031882213,39.17151546,426.4831933,718.6104323,1224.646608,170.4891856
HR2069,01-10-2021,154.7054574,1.686814751,10.6256095,6.029900496,12.15505545,3.157594283,11.61619374,0.057093735,178.5321932,222.8270819,605.451608,923.1190112,3222.909715
HR2069,02-10-2021,4026.220712,16.93305411,7.56578732,1.622758747,15.14033303,4.102130055,0.224617865,0.089097966,61.83974749,214.6450291,469.0760095,1098.783317,4016.681417
HR2069,03-10-2021,23127.39588,15.24383929,14.34375944,5.249210785,19.66239638,2.60193638,0.841233834,0.04006994,115.7662615,607.1700218,482.7605859,555.202687,2240.374435
HR2069,04-10-2021,6257.435195,17.5200159,4.259252779,4.382953411,4.307842727,3.097149897,8.742034385,0.089434887,91.23775766,138.7124929,597.1031783,994.8309931,903.5237777
HR2069,05-10-2021,1511.814323,19.20828034,0.525507953,0.612083113,13.57666348,4.847200547,6.334714623,0.008683774,71.76177009,142.2173122,476.8260566,950.8495623,3724.715048
HR2069,06-10-2021,1650.13427,7.37381396,12.6953667,3.075981271,7.428800385,4.931767845,3.746238411,0.039682641,66.02001133,15.19608045,572.0781922,461.1846519,71.44130941
HR2069,07-10-2021,28423.07779,9.792967063,14.05465341,6.363265292,20.22596433,1.989155656,8.366744288,0.088485999,130.122892,228.7984454,626.5415047,419.17608,1808.180175
HR2069,08-10-2021,21461.61591,18.33997152,9.073991402,0.546816781,15.9372691,0.657060823,2.092998131,0.05762618,9.009918214,112.5286077,551.9005382,1306.563366,3679.299044
HR2069,09-10-2021,5622.160454,12.28505717,13.83034199,2.637019478,13.97489544,2.844994547,7.86201795,0.099066643,20.21659436,617.5559872,60.13423594,1010.257678,2004.181343
HR2069,10-10-2021,23930.8115,22.98118359,5.37146387,5.340373203,10.22405301,0.999300663,0.992864807,0.042751317,128.5452852,216.4339159,480.0882138,838.1163887,397.704416
HR2148,01-10-2021,19614.43589,16.63571267,16.66133122,3.221185678,12.57493555,2.291319998,2.122692968,0.027511344,17.19749356,299.4173962,324.4927173,1000.86139,1808.356931
HR2148,02-10-2021,16224.16382,17.18627036,9.683948751,0.53674815,18.69286669,4.926335157,8.055471754,0.09373869,43.73014296,633.1752836,404.6145129,343.7445973,2657.848347
HR2148,03-10-2021,4083.119124,2.710689295,9.209715587,2.604558522,16.22170307,6.144874719,6.705505673,0.047592261,32.44059609,27.57574371,269.4541486,952.7346139,2307.232021
HR2148,04-10-2021,1863.81497,23.4126833,11.98985324,5.345400311,17.92262275,0.822844862,2.187950956,0.087298952,93.63744674,396.2106128,280.0730212,942.9527338,650.793811
HR2148,05-10-2021,6023.589378,13.49272496,21.87847673,2.764621133,5.155793745,0.957347193,5.57966039,0.041659384,96.11061396,279.9366001,509.232231,656.4379064,2789.252614
HR2148,06-10-2021,22141.36139,2.604525639,20.54602742,6.578486759,17.13954286,2.265658926,6.679333592,0.012681084,30.77192327,399.1817945,701.4478662,307.2029663,3633.706321
HR2148,07-10-2021,21670.76025,6.273814407,5.345593651,3.62417499,12.67613499,1.301459371,9.381342066,0.038715144,169.8483039,555.0804752,329.1240171,729.2647041,1811.070961
HR2148,08-10-2021,16412.11328,3.42692421,11.22929068,5.700424593,5.141934007,0.606327306,6.652252298,0.031337784,49.40657752,588.6886701,424.5375604,789.3558444,652.4771077
HR2148,09-10-2021,22182.19547,8.31680922,0.929060075,5.883607178,9.171176581,2.936332011,5.511235612,0.018581834,132.3165562,356.311525,14.31725688,293.6737598,2524.193999
HR2148,10-10-2021,4558.391151,26.85994845,6.11176232,5.761710207,2.407288695,1.039758699,6.037547283,0.005531497,155.5569731,39.64442151,704.9320642,739.9821259,4349.015578
HR2167,01-10-2021,8101.472832,4.868693965,12.73776757,6.418338639,9.022358693,2.618879859,6.499240051,0.008338327,165.3498625,67.53771338,198.0426069,683.267114,3319.172914
HR2167,02-10-2021,5668.287643,24.46752287,7.686379433,2.092710019,0.043980114,5.844627248,5.637179051,0.039853956,181.7964555,635.1697739,200.5799795,798.8456696,731.913873
HR2167,03-10-2021,24510.66387,2.097259009,13.68590903,5.821475168,17.28637495,1.439638149,1.015017889,0.045873324,20.01834585,380.7560993,282.8448333,1258.232188,3455.115188
HR2167,04-10-2021,5570.608013,15.12172503,16.52969339,2.684124207,10.93133802,1.021405338,9.956680482,0.092673478,44.50159106,88.80362971,439.0759416,728.6465962,1336.871266
HR2167,05-10-2021,17036.88669,26.15769765,20.00150465,1.51832482,18.13380823,1.096392887,5.420232303,0.080134061,157.539701,388.3373026,583.0651365,35.56570493,1162.788058
HR2167,06-10-2021,25727.30101,16.64427591,26.48492913,6.146147457,15.22385871,2.726466422,3.223110499,0.036910296,99.96712209,333.2449534,12.6206895,936.9796981,352.0010463
HR2167,07-10-2021,25240.64721,10.87906705,0.710285324,5.727775977,1.817457684,6.287271822,8.870954631,0.050341001,49.68752336,109.9907895,622.6520787,875.4600358,3993.041503
HR2167,08-10-2021,7230.226495,4.021332473,12.52792493,6.11242651,14.95296429,6.067717613,8.348638412,0.038924409,87.42776851,178.2320205,123.4951017,1410.181169,3844.681016
HR2167,09-10-2021,20965.46277,6.912200623,20.44831465,5.329383532,3.203292367,5.918296264,3.979066228,0.087242799,167.7819041,611.2098862,320.7886285,506.9864703,175.763629
HR2167,10-10-2021,10896.63185,13.45057734,21.19150211,5.318520233,17.98841791,5.966462065,2.5208439,0.024880935,94.63932057,575.6734836,241.2374307,667.9772391,294.4186221
HR2218,01-10-2021,24535.45744,14.25414582,12.46423965,2.990351754,12.04957152,6.19205212,8.6156691,0.088814242,28.95471837,118.1533182,647.9047184,86.50355763,182.9201231
HR2218,02-10-2021,8569.609522,6.19337388,9.354470948,1.489221153,10.55458551,3.665802647,5.992977461,0.087921296,67.25130252,612.3759568,52.12290888,438.1384697,4545.617742
HR2218,03-10-2021,6347.962265,15.5582562,23.02834301,0.138363883,6.627287676,2.642364401,3.554653986,0.035164103,22.60856534,417.7990334,241.055451,1311.856971,2670.085296
HR2218,04-10-2021,26243.06058,9.46092973,16.29675583,4.96241888,12.8379588,0.183547902,2.979349729,0.033994559,62.63006678,306.752747,671.8714055,467.4799566,3481.648595
HR2218,05-10-2021,16057.49179,10.96170453,13.95109837,3.701844313,16.31580531,1.046892244,2.785474119,0.041236168,119.0947143,106.5651145,533.0594687,567.7832306,544.9955465
HR2218,06-10-2021,27236.44366,5.390276671,12.65219243,4.82375141,17.06370971,0.780330278,1.712500176,0.001964747,47.53353754,521.9828664,148.9142354,798.6047626,1200.50767
HR2218,07-10-2021,9202.943225,4.711317927,12.42384249,4.085219561,8.760245414,5.654283471,2.049531568,0.050695851,89.34273622,202.4042254,588.8406314,488.1300565,507.8001184
HR2218,08-10-2021,24485.47574,20.51096471,0.015019902,3.446590424,3.826740548,1.983998864,9.282588765,0.001847838,125.4270907,168.104691,33.67407633,570.849399,1247.322526
HR2218,09-10-2021,12246.31027,5.104036924,1.466878114,5.625779504,3.827744132,1.797369272,8.310870565,0.037595724,111.0045541,168.6878378,625.4892452,707.3586718,4258.75149
HR2218,10-10-2021,6880.40871,9.03765378,5.289013824,1.215821835,14.84651819,0.280928357,6.320385341,0.080590172,37.64895933,33.36173209,189.404099,479.741302,3329.725644
HR2585,01-10-2021,24371.94116,4.550994758,24.92139036,0.157634753,8.382373232,1.203469887,5.818722064,0.087654603,90.85191078,38.90523446,482.8224471,1261.908227,319.6151156
HR2585,02-10-2021,386.7661617,25.48288889,21.94694941,4.200339475,8.123517897,6.135084947,9.764630904,0.026896724,22.78517047,205.1473707,11.12007685,851.3605075,2247.673612
HR2585,03-10-2021,14807.0239,4.937306292,25.29916896,3.18667755,3.815000798,2.731049098,9.241223658,0.004980958,86.37228537,76.93115568,177.9641086,110.8248346,3370.44842
HR2585,04-10-2021,4261.88915,13.40897847,19.50926817,3.27078055,10.71999669,3.876083563,2.401015571,0.009124134,15.21999941,130.364822,220.6132438,1378.72169,2315.955748
HR2585,05-10-2021,24031.62133,25.88352955,8.367014042,3.179440515,9.272888802,4.721286822,6.514553608,0.009785865,160.8947288,135.6536602,572.4650155,1014.104462,547.8536427
HR2585,06-10-2021,953.9795909,7.32385523,10.94782082,5.592752768,1.197752033,2.383172998,9.733764228,0.08216395,77.53631073,339.777449,36.68711299,407.067142,457.5198696
HR2585,07-10-2021,3629.993486,14.98320545,13.19845327,3.915623078,19.1855448,4.106174593,7.065859822,0.092322175,123.0918427,469.1188437,130.4234552,1410.006984,1514.234582
HR2585,08-10-2021,610.3189344,19.55173728,5.068745588,5.604088606,1.478991199,3.218335766,6.394335186,0.000429898,194.3800782,427.2710485,47.14465741,1136.620326,648.8469957
HR2585,09-10-2021,23870.92346,7.063355812,25.94165736,5.012559221,14.69253726,4.860848255,7.791496372,0.071610973,64.19247334,418.4887312,208.4473855,1208.792783,2253.213047
HR2585,10-10-2021,20160.32227,7.443316504,16.54317728,2.460547132,5.406083509,2.88861765,10.40891307,0.038778418,112.7327566,312.3303758,26.86744087,531.1910389,2344.420441
HR2648,01-10-2021,19192.52896,0.318285012,0.058443944,4.680828403,13.25481333,4.892775297,5.918548863,0.051747255,56.19542446,600.7266078,98.23368216,112.3463897,1958.186752
HR2648,02-10-2021,3312.035183,18.74165493,6.435382245,3.824852015,8.428432101,0.960965412,11.10910951,0.032460581,123.6445199,618.8541337,507.1167616,810.8402942,3054.998969
HR2648,03-10-2021,21744.9921,4.145861647,11.66138345,1.326194253,4.90004606,2.000099766,9.526042313,0.076209697,57.21646511,393.0216771,283.9462537,1068.686933,2589.243003
